Feature 1,Feature 2,Target
0.5038211260454653,0.2392257351932794,1
2.5705185986881944,2.113037886314447,1
-0.11177919323129104,-0.27729506220896927,1
-0.4331548583546603,-0.9986045069784777,1
1.0397039984094816,1.1682356873181232,1
-0.17954799484282702,0.8181667543193949,0
-0.6269332556624443,1.0624851724893989,0
1.5663461116531519,1.4786847209276144,1
-1.0385235894924005,-1.3992740712456058,0
-0.7374131668978787,-1.7186284544049664,1
-0.8463991979409963,-0.31184888705296465,0
-0.6360449577319447,0.9068420659134174,0
1.1542052694603553,0.9816083981801986,1
2.2271394552122357,-2.7490229928748353,1
-3.6232671974395534,1.503815873565302,0
-1.07531634225148,-0.9980652698408938,0
0.45196265899063026,-2.1804426547911993,1
1.9402861563694147,2.100702862083943,1
-1.1644441209803158,-2.3356748167871357,0
-0.9766846544176173,-0.9708254528066069,0
-1.8660700043878542,1.1371943826203057,0
-1.602247317581957,-3.1468683084691427,0
-0.8502085571947922,1.006636850727679,0
-0.3708488246855366,0.848354977500378,0
1.9163828705496972,-2.0413069519460127,1
-1.271663604446605,-1.6624921846630283,0
-1.0585697885985352,-0.7939098579883797,0
3.5710420542799315,0.5250246936402838,1
4.523115960001921,0.7377076135083764,1
2.073433086784318,1.9922563051138016,1
0.2508694664803661,-2.342171660420213,1
-0.9027632457099484,-0.95570157930287,0
1.4414114149950823,1.5460156930040292,1
-1.0302940837455408,-0.5416279425053615,0
-1.1994431959498026,-0.9490638843313067,0
0.47312888640762796,-1.2821189080884001,1
-3.459236168938059,1.5129292367174192,0
-0.7848728660984905,-0.7329455906094579,0
2.27797896974648,-0.7690579886900532,1
-0.9535044006140893,-1.274308647290839,0
3.199041951565529,1.4371409675653322,1
-0.9607984920198339,-0.8891767733955785,0
-1.456164255291573,-2.994534181524572,0
0.4056524615830761,0.6273534901026618,0
-0.42429199701297926,-1.4299674956922575,1
-1.0786976969175595,-0.11027395094912384,0
1.5246739974175298,1.5426181098252822,1
-0.8886137696531233,-1.6190304010870284,1
-1.1042156504049172,1.05161621217189,0
-1.0552762786803447,1.0010757907567784,0
0.24752094634252697,-1.158406618474189,1
0.2566978465060088,-3.2460493223910465,1
-1.8621965776209422,1.1732508765963368,0
-0.9089081199558022,-1.8518603736972417,0
0.6993875366870163,0.8443705344797561,1
-1.159696008581738,1.0512685153095818,0
0.35055734629274615,-2.346737234265898,1
1.2346458843457393,0.5006902084930885,0
1.2047170229758961,-1.6594192593148707,1
-2.952200952152113,1.4006669916637302,0
-2.0447510229606918,1.1672059836986894,0
1.2316646887643568,1.0506743961713458,1
-0.05236209285539051,-1.842555665307625,1
1.4527361902556857,1.6123924301526489,1
-1.1544269436526986,-1.8800320791890424,0
-1.3940184802946767,-1.729099118074938,0
-1.0571299075295777,-1.3682721202031154,0
0.3807704963459674,0.3831271714019038,1
-1.120462686800407,0.9706347147598124,0
-1.9768305620402697,1.1845913805739747,0
1.673020511757648,-1.5249159550154356,1
0.691418863888374,0.5841545123053207,0
-0.6671103938188561,-0.9716363836005253,0
-0.7888351029634708,-0.32433355184720314,0
0.5211472254571029,0.7116423091901877,1
-0.9116067272737145,-1.7668396246891904,0
0.0260064763108232,0.7929693264003701,0
-1.3586588638436705,-1.6379886103953671,0
1.7401224253836514,1.9356045933144528,1
0.21681631261518364,0.7468236909667465,0
-1.3174255234405658,1.1049259925753043,0
0.652608720346481,0.6498466820501876,1
-0.04098655268540963,-1.0633667631629915,1
-1.3362690658730205,1.0976459505739038,0
0.03887239179195956,-1.6010715113721223,1
1.2439224236299606,1.2387370771651178,1
-0.9686545311532241,-2.097078661735595,0
2.4365167341378924,1.0770239086992297,1
-1.1651287565120325,-0.4348945862414044,0
0.501031472626212,-3.3713061729244282,1
