Feature 1,Feature 2,Feature 3,Target
1.706125582318963,-0.7156801895398964,-0.0697327642874644,74.95607133802615
0.594829407139904,1.0763909264402738,-0.2148342555426606,140.81458667276948
0.8396626270265589,0.6284519699394525,-3.55870113972304,-138.28574038860066
-1.6049157412585944,-1.468143678979905,-1.7150704579733684,-415.8442605297243
-0.9852573140014584,0.36835731795959636,-1.2483617969364433,-146.65717174350803
-0.2431569895692958,-0.2098839419492103,0.45632332328899344,-6.805964162468194
0.9433198162169522,-0.2953444140511027,0.17407916470327828,67.60463793312088
-0.5141121782183113,-3.0736888152597652,-0.3951590703425544,-374.86071957076456
-0.007985303215076801,-0.5651521007035066,0.5122961155361105,-16.369487376773854
0.5728005772970831,-0.8239897686554601,-0.5490146077907361,-71.98733732741952
0.31848571874018,-0.07871968797115608,1.4771931685168205,133.84078386669577
-0.8990119991523591,-0.7915228442609522,-1.4521353011367673,-267.6419623509408
-0.7908873212711259,1.574579171194961,-0.42805894156770563,51.017620514381
0.2137074884338548,-1.1800190248719582,1.4858877993883646,18.223522674542167
-0.02618997218388202,0.5572382986374432,-0.9329278756262072,-19.577837130118986
0.28450139762736204,0.6228451544551834,0.015973827326526805,86.79841691857071
-1.5142031651445893,1.0669364101695786,0.7027061242277043,24.742371214295652
-1.4499808838742645,0.7067683636290826,-0.9159474674308369,-129.14965242522686
0.42521905976653634,0.030920288083403275,0.2119078531507482,56.814279747732115
0.24265342261868542,-0.4711244883306322,-0.5963325503311616,-70.30120584046006
1.1281290362050649,-1.0847093193480775,-1.8511268826555072,-148.62081976790455
-0.37666732971219946,1.5310571107559279,-2.7527186619537174,-95.32083440709084
-0.4497976252057676,-0.8103329857640935,0.8373268972141188,-54.30106535598293
-0.3082570091825487,1.0364587110937291,-0.594983386599481,28.268191858629162
-1.0108997102341433,-1.4588807127707883,0.3905533333386387,-201.01923026762847
0.3847854736118471,-1.0267193142831603,-1.079902193232385,-149.16554630230954
-0.23533383716040462,0.43210717418814887,0.8702919303911287,88.07987238560074
-0.612428697382796,1.0783837706572137,-1.705361324791134,-79.59488840143966
-0.7842525422360156,0.9943873586730553,0.5041983656750403,66.66851682319765
0.08842835660073008,-0.6235450777456492,-1.3411351856223837,-155.95358750099808
1.1086660858840487,1.7665102237297285,1.1283624511746855,356.20412350189406
-0.9560049719266246,-0.4982707502003601,1.178211269207814,-42.168118215865405
1.197092189120833,-1.6382885553582818,1.4286892327955263,55.4526322614748
1.88216797948616,1.0500055475274905,0.7375023175099783,324.5059004308518
-0.11011568611453769,-0.12929212420156969,0.8593059744343077,43.798736031904696
-0.3526946036513167,-1.0921750212516403,0.2561326124575166,-117.66675100460826
1.2815924056410815,0.07656597220785909,0.020170352025311908,121.87917952775227
-0.5808592464611769,1.051248372730318,-0.07193181514924119,45.94899504175651
0.3401684805121453,-0.8389321651110934,-1.719845638564887,-183.81402092147053
-2.690341208720594,1.2317268645454558,0.04157537609543385,-113.47768441657857
-0.2955805202345261,0.4073700998873687,-0.4447888428749234,-20.495957728117535
1.1608952614055474,0.9445623836923007,-0.7273701882460172,138.47451295286214
-2.7388772510346358,1.0660929130333074,1.2205342929876168,-43.50450035507627
-2.663254468185862,-0.22881943560918697,-1.9197279815701327,-403.7503593446045
0.102646625466376,0.6458588055288568,-0.6338283874846865,23.089175268675707
0.8626156965384931,0.04612732146630516,-1.4841208749859036,-33.58475401631741
-0.4633844563163141,-0.5287495569074767,-0.10685393381261744,-100.5032504120056
0.6773423448725605,-0.7022774059737833,0.7780627345922506,50.863293237658844
0.5942166819643208,1.2424710068913671,-1.9236577109555704,25.540694278859508
0.16651281387457126,0.4205746770567406,-0.5780847845048755,11.084804074209897
-0.42442998919969593,2.2212845323165142,0.1507164931940982,190.67215695381148
-0.764923638807769,0.5812543972283166,-0.06999247681196229,-16.180446676482568
-1.4250022753127725,1.1315369808213611,0.23225301939893453,2.719406967636373
-0.7558173097962547,0.5960590316216732,1.2091188181865038,84.22637498344609
2.5031340577682095,0.7993046536320388,-0.5353993316626372,256.9877621598009
