Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Target
0.3396664703229898,-0.9056203905575684,-0.15837911080912814,-0.6068460908663703,-0.5312538384810274,-2.0058252163980876
1.2394565460600704,0.059409308324865746,-0.6828958377397761,-0.8215705536722695,0.3000789473199018,26.943205256684685
-0.11885207194906348,0.06303315798200042,-1.587383418170567,-0.40006505233052264,-0.7880221959083763,-35.452999396986954
1.086627133608796,-1.3949679520079445,0.03631300458013957,-2.5176102058999055,-0.8238078362215395,-26.62462366475945
2.5431319243319437,0.46496632405370325,0.11555705370809423,1.1846801377131255,0.7093154197258543,159.69536929016024
-0.315989457736425,0.0374729038998482,0.5432964769344961,-1.0120273482283213,0.6424932632519509,-42.586910117047566
-1.1216090056058061,0.5031046756179395,-0.4302349245965544,0.5308734287358889,-0.5234588075910136,-22.968159477240754
-0.8423446391382652,-1.0974775794834626,1.36919594234732,-0.11163484648079654,0.045628890275005544,-24.00666924060542
1.4839437502925252,1.3993229861033938,0.9532041248621759,0.3147374609132944,2.0298054585421004,69.97813130319597
0.3023373586958398,0.7067159878874028,-0.214028585467167,-0.04854239005200294,-2.071118597763321,17.30436577513154
0.706295875860892,0.22339564364864686,1.0687559856097026,0.020312770447902646,1.1025403877227913,37.0445933750891
0.25105169677274203,-0.8519063455395345,-0.731242761171353,0.5040850197503658,-1.0695487430729496,2.3560074690121127
1.860237707531232,1.6574289375793627,-0.638709814476796,-0.08883059438784327,-0.7243659971310688,68.46901970482438
-1.0490957774710952,0.6231852070588979,1.1766421738886332,-0.5558451693652463,0.16226509379396784,-70.07129430501018
0.23294219593333462,-1.3246847126724872,-0.5235343074134726,-0.5004367229634298,1.068933170184274,3.5761734999056785
0.9599075869634071,0.6070439858319958,-2.428773114708435,-0.16700308321078802,-0.456100676909857,32.935324176979776
0.16102817419972076,0.025599314948851624,1.0467688444360728,-1.5735047859977116,-0.0450180687308554,-48.937689141641044
0.22915883944886134,-0.9463700222260817,-0.6787150325653554,0.3086603117590642,-0.2559202197831673,22.19604227314705
1.094591995611668,1.021383753366532,-0.8146540641471585,0.6567637797797411,0.9459981533479108,82.59431636136671
0.6988804566492688,0.3855790327803344,-1.206095915912129,0.5359781769105915,0.38188915124393097,30.607738464945193
-0.3695552535459231,-0.24096178161304396,0.9769185192476272,0.03734450346924444,1.670975826595986,-7.736259007193814
0.3604229607023809,-0.6931849694666198,-1.9003363525188024,0.1839502522550274,1.067712532883019,17.768828350721254
0.17829005388640495,-0.5611845887693891,-1.312444715686913,0.17624718124999922,-0.0038154921206033257,11.827370832145018
0.255082668536117,0.05898578868414138,-1.0795912167623116,0.3146028450604733,1.9744060325525306,20.299337604674896
0.9173383982477454,1.3436244301040787,2.530615007459791,0.12391226088691443,1.2896116993594693,56.47453104115482
1.06689928467751,0.20288963218403266,-0.07350379655344137,-0.6680419238259913,0.5008456401307387,32.51505149315189
-1.5530845404728784,-0.9580854658677035,0.4209890574268725,-0.8319804403866002,1.1035390099016638,-107.25543983736449
0.26197953734772844,2.0606034986381085,-0.3689857199876508,1.809461483216432,2.0523590750731873,80.64185510021869
1.242977002407737,0.400717846241183,-0.9816148124686065,0.626987684811552,0.03411736563686897,81.76940678452931
0.52432708159331,1.020712125899459,-1.142366157317821,-1.77064718721519,-1.0448224102653165,-58.14420014300757
0.7513671885851058,-0.47292797126853586,-0.6558688831106558,-1.5927564694552152,1.1490845095503124,-33.579701627252625
-0.23559594838698747,-0.12448165186974547,0.03274244036120099,-1.822222094897904,-0.89461025254737,-76.06857667265643
-0.3582775192413043,-0.08735528371117245,0.20982261021571855,-0.5608967639500096,0.08525422782027785,-18.762224855807844
2.066148304367344,-1.7442413806149666,-0.5684535199754541,1.950807574474029,-0.4839559794201774,182.66564750028695
0.2800917381284987,-0.39389365608155974,-0.3583536947356016,-1.6252273141362823,-0.10363214773526055,-40.337366665784394
0.08019397876260533,0.16770426562090882,-0.313898065285834,-2.1526361785646886,-0.23001512671646304,-69.2629358846749
-0.9020369794531794,-0.5874754196951608,0.10076286328086705,-2.0663372407893554,1.527641921414624,-128.97856459332976
1.6194410178689256,1.3000177478631003,0.2809554107331354,0.8171156502752062,-2.0855181954688025,94.90777943147489
0.11881195559418199,0.8742746852319103,-1.5898127571046148,0.643280369896866,-0.4955313318607023,22.059130095604136
-0.7633631966398502,-0.8886402096479826,0.05809393198067512,0.9696549219602281,0.6445923383141665,-6.941967356425053
0.04981879733450687,-0.7569479172807712,1.482708600771997,0.3248185737920289,-1.3980201938583352,36.5833233278503
1.0551215376127847,-0.8643472493213573,-1.09812622942017,0.7652669731880741,1.4984697537623306,71.97782738918737
-0.1664326146019269,0.07141884851391207,0.9476593854793547,0.06565702771947286,0.20059734139589075,-10.34715299473844
0.5223828918932151,-2.006004373529387,0.12672685329880454,3.258408931526205,-1.5011842185817768,129.6802096871255
-2.1548825693009563,2.087793085022742,1.5545615246051077,-2.0316867557154956,-1.2012223914671056,-141.26770004280164
0.5939240972461941,-0.13245443097098006,1.3312813183456922,-0.5305455797812768,-0.14183022684956748,20.762315011607875
1.222280147439081,1.2540217082475367,0.155619678345774,0.10335538023889407,-0.9922770142836488,49.19726827033521
1.3182912651543373,-0.7251783013949737,-0.8183072992817173,0.6435526704256791,1.26872388474983,74.86249659688622
-1.2744225184262046,-0.6626469840080913,0.1404539311033061,-0.1835541452035771,-0.8239545986683041,-57.50409089965414
-1.4279120117999906,1.7937670412587086,-0.9171178322978774,-0.6388242228787854,-0.12363145218171367,-95.32263814957025
0.241160091459839,0.34944443740195247,-1.4780747906452982,-0.1448852022859902,0.9446009231694312,-6.043334385254736
0.9255880023737247,-0.8281477623528577,-1.267328203016679,-0.09952730704419328,1.86648047225458,39.38249827286877
0.8557769131110559,-0.3560903130768721,1.8407051742063631,-0.8004170904518353,0.33407197241807435,1.2207090219125885
1.2308315708737514,-1.025827024831609,-1.2383840517585942,-1.4304208305334034,-0.7014505061482845,0.694988278467068
-0.15892206683885074,-0.33563829955557617,0.92184015712149,0.5876911159075392,0.6916656913488726,7.66603483403075
0.2675515741297195,2.4839793119300824,0.6173108061704313,0.5048107279467027,-2.3855484315853683,41.93674127883211
0.4330119938697061,-0.9327705347928181,0.6029829242883016,-0.3770894373031031,-1.211180342888472,15.76713166284894
-0.27351970248318475,0.45637475196663546,-1.185292466136862,0.12699869847254877,0.19258960376334405,-13.584601252375082
0.5929243284252065,-1.6533600225584277,-0.189638481207038,-0.1947334218551772,-0.5933262710505353,26.78354851617368
-0.737210405321434,-0.2168883710731774,1.2204667116288286,1.0885038083474055,2.1281085746118755,-5.6939325452387255
1.2935812417112142,0.5145919926976726,0.2305754505284631,-0.39111456853613974,0.5261568004006342,63.20509753745589
-0.29860244117720025,-0.4569416788338501,0.141226504507514,0.9193650433804491,-1.8235716732578524,20.095645253664863
1.17058306617258,0.6762834780155164,0.518342928037805,0.48701850682462255,0.354930628065269,75.87241099332024
-0.3356137429629402,1.48467204590723,-0.0067347848985084705,1.0078871342671671,-0.4448286228902339,29.194889437372964
0.17861145900549427,-1.7130788938865813,0.3201548033192415,-0.6844726977322666,-0.5930297936972992,-14.502913735482894
-1.0851121010814864,2.577939321870029,-0.38267932478600436,0.03483179872926043,-1.2109927541294918,-59.753462290516474
-0.878585651170008,-2.192340543274745,-1.6658462090262167,-0.0920032208500277,0.17163628502907186,-22.71855748966615
