X,Y,Y_hat,mAE,mSE
0.0,8.0,11.528104691935328,1.6194116311483995,4.077614471748418
0.20202020202020202,7.797979797979798,8.598294214714244,1.6194116311483995,4.077614471748418
0.40404040404040403,7.595959595959596,9.553435564171075,1.6194116311483995,4.077614471748418
0.6060606060606061,7.393939393939394,11.875725792342308,1.6194116311483995,4.077614471748418
0.8080808080808081,7.191919191919192,10.927035172219128,1.6194116311483995,4.077614471748418
1.0101010101010102,6.98989898989899,5.035343230146168,1.6194116311483995,4.077614471748418
1.2121212121212122,6.787878787878788,8.688055622929967,1.6194116311483995,4.077614471748418
1.4141414141414141,6.585858585858586,6.28314416926319,1.6194116311483995,4.077614471748418
1.6161616161616161,6.383838383838384,6.177400680251268,1.6194116311483995,4.077614471748418
1.8181818181818181,6.181818181818182,7.0030151856949265,1.6194116311483995,4.077614471748418
2.0202020202020203,5.979797979797979,6.267885122119735,1.6194116311483995,4.077614471748418
2.2222222222222223,5.777777777777778,8.686324791703727,1.6194116311483995,4.077614471748418
2.4242424242424243,5.575757575757576,7.097833026051563,1.6194116311483995,4.077614471748418
2.6262626262626263,5.373737373737374,5.61708740672303,1.6194116311483995,4.077614471748418
2.8282828282828283,5.171717171717171,6.059443637208022,1.6194116311483995,4.077614471748418
3.0303030303030303,4.96969696969697,5.637045624445504,1.6194116311483995,4.077614471748418
3.2323232323232323,4.767676767676768,7.755834913991981,1.6194116311483995,4.077614471748418
3.4343434343434343,4.565656565656566,4.155340038124964,1.6194116311483995,4.077614471748418
3.6363636363636362,4.363636363636363,4.989771766938166,1.6194116311483995,4.077614471748418
3.8383838383838382,4.161616161616162,2.453424683012712,1.6194116311483995,4.077614471748418
4.040404040404041,3.9595959595959593,-1.146383672072198,1.6194116311483995,4.077614471748418
4.242424242424242,3.757575757575758,5.0648129484564794,1.6194116311483995,4.077614471748418
4.444444444444445,3.5555555555555554,5.284427953274567,1.6194116311483995,4.077614471748418
4.646464646464646,3.353535353535354,1.86920531272247,1.6194116311483995,4.077614471748418
4.848484848484849,3.1515151515151514,7.691024399490367,1.6194116311483995,4.077614471748418
5.05050505050505,2.94949494949495,0.04076360029742032,1.6194116311483995,4.077614471748418
5.252525252525253,2.7474747474747474,2.8389917820776396,1.6194116311483995,4.077614471748418
5.454545454545454,2.545454545454546,2.1710868454028787,1.6194116311483995,4.077614471748418
5.656565656565657,2.3434343434343434,5.408992772151258,1.6194116311483995,4.077614471748418
5.858585858585858,2.141414141414142,5.080131681214712,1.6194116311483995,4.077614471748418
6.0606060606060606,1.9393939393939394,2.249288790787772,1.6194116311483995,4.077614471748418
6.262626262626262,1.737373737373738,2.493698776578085,1.6194116311483995,4.077614471748418
6.4646464646464645,1.5353535353535355,-0.24021795990669004,1.6194116311483995,4.077614471748418
6.666666666666667,1.333333333333333,-2.628259603114521,1.6194116311483995,4.077614471748418
6.8686868686868685,1.1313131313131315,0.4354888326608263,1.6194116311483995,4.077614471748418
7.070707070707071,0.9292929292929291,1.2419908675008893,1.6194116311483995,4.077614471748418
7.2727272727272725,0.7272727272727275,3.187854088728169,1.6194116311483995,4.077614471748418
7.474747474747475,0.5252525252525251,2.9300122228213477,1.6194116311483995,4.077614471748418
7.6767676767676765,0.32323232323232354,-0.451421311583581,1.6194116311483995,4.077614471748418
7.878787878787879,0.1212121212121211,-0.48339337993855,1.6194116311483995,4.077614471748418
8.080808080808081,-0.08080808080808133,-2.1779140109422666,1.6194116311483995,4.077614471748418
8.282828282828282,-0.282828282828282,-3.1228641571862323,1.6194116311483995,4.077614471748418
8.484848484848484,-0.4848484848484844,-3.8973888660985097,1.6194116311483995,4.077614471748418
8.686868686868687,-0.6868686868686869,3.2146821035948925,1.6194116311483995,4.077614471748418
8.88888888888889,-0.8888888888888893,-1.9081932523921963,1.6194116311483995,4.077614471748418
9.09090909090909,-1.09090909090909,-1.9670576941314626,1.6194116311483995,4.077614471748418
9.292929292929292,-1.2929292929292924,-3.7985200130291448,1.6194116311483995,4.077614471748418
9.494949494949495,-1.4949494949494948,0.06003121671432532,1.6194116311483995,4.077614471748418
9.696969696969697,-1.6969696969696972,-4.9247653920856,1.6194116311483995,4.077614471748418
9.8989898989899,-1.8989898989898997,-2.324470459417837,1.6194116311483995,4.077614471748418
10.1010101010101,-2.1010101010101003,-3.8919432233974516,1.6194116311483995,4.077614471748418
10.303030303030303,-2.3030303030303028,-1.5292253073117787,1.6194116311483995,4.077614471748418
10.505050505050505,-2.505050505050505,-3.5266607801882515,1.6194116311483995,4.077614471748418
10.707070707070708,-2.7070707070707076,-5.068335075315532,1.6194116311483995,4.077614471748418
10.909090909090908,-2.9090909090909083,-2.965455365768218,1.6194116311483995,4.077614471748418
11.11111111111111,-3.1111111111111107,-2.2544473700502756,1.6194116311483995,4.077614471748418
11.313131313131313,-3.313131313131313,-3.1800968683649775,1.6194116311483995,4.077614471748418
11.515151515151516,-3.5151515151515156,-2.910207719671953,1.6194116311483995,4.077614471748418
11.717171717171716,-3.7171717171717162,-4.985815904533643,1.6194116311483995,4.077614471748418
11.919191919191919,-3.9191919191919187,-4.644674251166195,1.6194116311483995,4.077614471748418
12.121212121212121,-4.121212121212121,-5.466133016764023,1.6194116311483995,4.077614471748418
12.323232323232324,-4.3232323232323235,-5.042338646313406,1.6194116311483995,4.077614471748418
12.525252525252524,-4.525252525252524,-6.1515450893414325,1.6194116311483995,4.077614471748418
12.727272727272727,-4.727272727272727,-8.179837931936081,1.6194116311483995,4.077614471748418
12.929292929292929,-4.929292929292929,-4.574440644785423,1.6194116311483995,4.077614471748418
13.131313131313131,-5.1313131313131315,-5.934875003729656,1.6194116311483995,4.077614471748418
13.333333333333334,-5.333333333333334,-8.593730027265423,1.6194116311483995,4.077614471748418
13.535353535353535,-5.535353535353535,-4.609789024301986,1.6194116311483995,4.077614471748418
13.737373737373737,-5.737373737373737,-7.551970466140221,1.6194116311483995,4.077614471748418
13.93939393939394,-5.9393939393939394,-5.835503147801662,1.6194116311483995,4.077614471748418
14.141414141414142,-6.141414141414142,-4.683233017059068,1.6194116311483995,4.077614471748418
14.343434343434343,-6.3434343434343425,-6.0854685219195215,1.6194116311483995,4.077614471748418
14.545454545454545,-6.545454545454545,-4.266653176367944,1.6194116311483995,4.077614471748418
14.747474747474747,-6.747474747474747,-9.217126388182052,1.6194116311483995,4.077614471748418
14.94949494949495,-6.94949494949495,-6.144811667139852,1.6194116311483995,4.077614471748418
15.15151515151515,-7.1515151515151505,-8.521135333395776,1.6194116311483995,4.077614471748418
15.353535353535353,-7.353535353535353,-9.095129651899116,1.6194116311483995,4.077614471748418
15.555555555555555,-7.555555555555555,-8.713254885084385,1.6194116311483995,4.077614471748418
15.757575757575758,-7.757575757575758,-8.380680821830502,1.6194116311483995,4.077614471748418
15.959595959595958,-7.9595959595959584,-7.8472652751364675,1.6194116311483995,4.077614471748418
16.161616161616163,-8.161616161616163,-10.491915843182875,1.6194116311483995,4.077614471748418
16.363636363636363,-8.363636363636363,-6.561983389727989,1.6194116311483995,4.077614471748418
16.565656565656564,-8.565656565656564,-7.634331686195644,1.6194116311483995,4.077614471748418
16.767676767676768,-8.767676767676768,-11.840164140231217,1.6194116311483995,4.077614471748418
16.96969696969697,-8.969696969696969,-5.993192582105769,1.6194116311483995,4.077614471748418
17.171717171717173,-9.171717171717173,-5.379938819656006,1.6194116311483995,4.077614471748418
17.373737373737374,-9.373737373737374,-7.016178231418072,1.6194116311483995,4.077614471748418
17.575757575757574,-9.575757575757574,-9.935607247382276,1.6194116311483995,4.077614471748418
17.77777777777778,-9.777777777777779,-11.919283020798863,1.6194116311483995,4.077614471748418
17.97979797979798,-9.97979797979798,-7.8708945259357055,1.6194116311483995,4.077614471748418
18.18181818181818,-10.18181818181818,-10.988172075764538,1.6194116311483995,4.077614471748418
18.383838383838384,-10.383838383838384,-7.938948243073529,1.6194116311483995,4.077614471748418
18.585858585858585,-10.585858585858585,-10.169308629704863,1.6194116311483995,4.077614471748418
18.78787878787879,-10.787878787878789,-8.834600714911364,1.6194116311483995,4.077614471748418
18.98989898989899,-10.98989898989899,-10.277166195550185,1.6194116311483995,4.077614471748418
19.19191919191919,-11.19191919191919,-9.778772855535294,1.6194116311483995,4.077614471748418
19.393939393939394,-11.393939393939394,-11.372939352497754,1.6194116311483995,4.077614471748418
19.595959595959595,-11.595959595959595,-8.024218608147924,1.6194116311483995,4.077614471748418
19.7979797979798,-11.7979797979798,-11.54415561257256,1.6194116311483995,4.077614471748418
20.0,-12.0,-11.196021273110597,1.6194116311483995,4.077614471748418
