Feature 1,Feature 2,Target
9.330839131543508,-9.877813189619047,2
9.83841006523034,8.985056449301885,0
10.500890243762589,-10.03820210567395,2
9.969705916254458,10.458372057494639,0
-8.174806291003836,9.420985271864533,1
10.275585726598116,-10.034958152141495,2
10.097236754290051,10.04429842069713,0
-9.793330279008691,8.213461974917042,1
9.941430211401466,10.20609014201162,0
10.13488953345349,-10.015583495952306,2
-10.540060145972772,9.065387825920732,1
11.374100875583348,-10.30237260923538,2
9.857951013233903,-10.062617237264675,2
10.068445906860983,10.156294946450974,0
-8.697984571760419,10.627637540953032,1
11.418397979468953,-10.28595051656669,2
-9.472576740010162,10.02043898310194,1
9.639594253283548,9.468684406812002,0
9.92468365774852,10.001934730159107,0
10.023315345582382,10.029174547193394,0
12.333815403438322,-10.508868395184617,2
9.527441065247697,-9.98254490030213,2
10.139626349283063,10.988100031233245,0
9.92130230308244,10.889726049050877,0
9.166368090877963,-9.796406299837514,2
9.926750669356002,9.349682368408244,0
7.467180714280292,-9.434732630688295,2
9.543835744708426,8.005465818475429,0
10.381150858438621,10.816579313950125,0
9.940394748338257,10.910312664926199,0
9.397752682418043,7.853131691530857,0
-10.67336095444635,10.461241325427522,1
9.605981519705324,9.270900881925062,0
-10.318934138716774,9.976977203150657,1
10.373066744337557,12.0624851724894,0
9.709550453017233,9.598545397777484,0
9.88952758792697,-9.977969060039989,2
9.800556804050197,10.050936115668692,0
-10.864461315033632,9.602027327201299,1
-11.771613917128816,9.853213545327074,1
10.176284097623036,-10.09999797903941,2
10.031345468846776,8.902921338264406,0
10.055579921517653,10.321025381185803,0
9.620385732594295,9.338382105609208,0
-9.083617129450303,8.958693048053988,1
-8.656893565862404,10.372193706271338,1
9.571741206223223,9.301319582530489,0
10.97059985480192,-10.240348595692097,2
10.403001990475516,-10.165884988132035,2
10.091091880044198,9.148139626302758,0
-8.305777069218381,11.454088100851212,1
7.192070869323748,-9.389341868159587,2
10.628116331198093,-10.053746112250387,2
10.255522422047104,10.731075364685461,0
10.516436102416979,-10.066637084213006,2
9.288088758830591,-9.79717194659115,2
10.113048667690606,9.69983940160292,0
-9.742488110306706,9.378227547662794,1
9.845573056347302,9.119967920810957,0
9.76696217830145,9.066070977434483,0
10.43642470546411,-9.967507687803042,2
11.250139090307572,-10.2283791284535,2
9.942870092470422,9.631727879796884,0
-11.672081000109863,10.722798297344916,1
9.72959917683812,-9.857854399147561,2
9.917055993944196,9.249903516881819,0
-10.561468181115888,9.841671554247485,1
-10.96112760820804,9.398928488627877,1
10.332889606181144,10.028363616399474,0
9.627803030041285,8.675717298626003,0
10.195001837863481,10.713162273111484,0
-11.541348394897822,9.064229833818395,1
-10.975164336699784,9.977356487399662,1
10.04509907543884,9.518690267558604,0
10.21512713390151,10.267054409390543,0
8.509932169487707,-9.76037163055981,2
-11.017367179689028,11.100606196668059,1
9.995320685410126,-9.952265000809362,2
8.66536160687712,-9.769090669799724,2
9.778586635482588,-9.950458214553992,2
10.47157620569283,-10.06301777886641,2
-9.164221490271075,11.060053645351811,1
-9.588472991052186,8.527366386692028,1
-10.898099298640396,9.260415720844744,1
-6.476884039998079,11.737707613508377,1
9.574538308550176,-9.869948271483182,2
9.728336395553395,9.337507815336972,0
10.57137463657266,-10.109974404013945,2
-11.030004686604157,7.364348086856429,1
10.410995976078334,-10.090724270139711,2
8.71049440350644,-9.719836578147685,2
-11.04970559078123,10.014975102340143,1
9.802199770164519,9.773308641740604,0
9.741658336388035,9.183782146138554,0
10.182627461239493,9.807327782634445,0
-11.960762456400186,10.438788064608778,1
-10.709705215218138,10.682886435544784,1
10.217087264367718,10.530371515633693,0
9.985132364848337,-9.988988645352936,2
9.64134113615633,9.362011389604632,0
9.972130404935161,-10.004063526977806,2
10.039201507980167,10.110823226604422,0
-9.466696291884073,9.752107457400147,1
10.189909458708218,10.040105696128695,0
9.904396075714027,9.312834450058482,0
11.691418863888375,-10.415845487694678,0
8.864471920569832,-9.751201827564344,2
-10.178266935627544,10.104473640912861,1
10.067424546888702,-10.004826445629504,2
10.571092493770054,-10.156344896425352,2
9.649069367667723,-9.902704257817346,2
-11.143877918017054,11.542925872621904,1
9.315117238437011,-9.813313524882384,2
9.82392532165026,10.794045920257288,0
11.05083776430077,-10.205858721914474,2
-11.056577644554206,10.114642486278585,1
11.014674248919272,-10.220260252061555,2
8.927424132781102,-9.7473547521335,2
10.249198786394716,10.720641705532572,0
10.602647607566439,-10.205929158306226,2
10.789243325585995,-10.1644538903814,2
9.607532013282013,-9.89586115311317,2
9.012867792151614,-9.744734649810072,2
10.445798326730294,11.351015510062203,0
8.438553507092669,-9.655473148449472,2
-10.867154832904877,10.517544485196343,1
10.04649559938591,9.72569135270916,0
11.117479007529656,-10.284550960731254,2
9.382295543537717,-9.87541738141065,2
9.834871243487967,10.565105413758596,0
10.207484956297046,11.378900676823328,0
-10.22135356477208,8.188159487465231,1
10.448436954161487,12.716271758577646,0
10.16859761117968,10.16328021644904,0
10.042070528221013,11.318556022742868,0
9.890743108888483,9.632306415910882,0
-9.796827752118336,11.018707731809569,1
-10.57862697894836,8.883589997444904,1
8.363392329008716,-9.64985517712542,2
9.521364982680403,8.987495044291737,0
-9.651371170649371,8.885682925423438,1
-8.758192653311678,10.94746537001436,1
-9.155105385958636,9.774266347855079,1
9.938833477685112,9.538486165105578,0
10.016934137939764,10.461576527322935,0
9.925300685189619,10.628686593996804,0
9.84155106083293,10.281962966046812,0
-10.73623368544966,10.321665019636379,1
10.298197089137107,11.05076695540996,0
9.995325334390618,-10.040935912204727,2
10.482630672652386,-10.123553642876908,2
8.5544812676645,-9.641107463424213,2
-8.563324325511312,8.67080214145115,1
-8.903689514392179,9.110369526682113,1
10.555640311513462,-10.088820640942986,2
-10.587749262171226,10.481142596787107,1
9.889940555759832,10.234588900871692,0
10.124882245663434,9.728647631518445,0
-8.944866440979222,11.66409947526089,1
11.18555276986904,-10.254347282464257,2
10.106410116972103,11.180041755599099,0
10.12248768170356,10.607135144962998,0
-9.480430424834358,8.905937264423867,1
9.72127568735649,-10.033662175351383,2
11.042972257187655,-10.316658690384065,2
10.22771280856683,10.161337084101115,0
9.835555879019685,8.664325183212863,0
9.584055512665758,9.743183476301299,0
-9.358858184303823,10.983088874678154,1
11.409208953428044,-10.332902738823092,2
10.386268504450051,11.454043173087552,0
-9.716436795572655,8.79555214484725,1
-11.949119748642357,10.490916313590796,1
10.153600802059003,10.688151112947036,0
9.02316943795973,-9.815408619426025,2
-10.494949854428803,12.371247262744332,1
10.09133266342563,9.839142212389476,0
9.949845860106654,8.899154563066611,0
10.129694546715399,11.085193495701043,0
9.7449556464418,9.54689681771015,0
10.01066403634477,10.406857931685456,0
9.961476410507599,9.600725928754395,0
9.680588742978184,9.030847184582852,0
9.440483603468367,8.975764375268916,0
11.032892462451018,-10.228763280473908,2
-8.563483265862107,12.07702390869923,1
10.12062861626571,9.4550559397147,0
9.94479428494768,9.207200022852328,0
8.747120169033742,-9.744032433267055,2
9.487266055240312,7.717898502610414,0
-8.149948876189793,11.34509208145414,1
9.095885276211483,-9.875042239389309,2
-10.749130533519633,8.657828339579787,1
10.803021197490992,-10.077222833432067,2
10.57869291083761,-10.1130713252538,2
10.088393272726286,9.23316037531081,0
-11.268957128540189,10.146034210668796,1
9.89849600932552,10.926085735011833,0
9.377995916902071,-9.80958130410147,2
-12.208594021726666,9.437021284331497,1
-10.281449913540186,10.784461557463679,1
-8.831218419033837,10.332847752145899,1
10.846162220542377,-10.251026874650758,2
10.56994627482573,-10.08349566602814,2
-10.391018794495514,9.493488896122441,1
10.307118037384507,11.129868189176637,0
10.217620581713932,9.685854849906434,0
-7.080242260729321,9.834525023034631,1
-10.658980554613269,9.15617657746043,1
-11.41080320816528,12.515588710411386,1
-8.181796812786326,10.765971914808256,1
10.065679679251602,9.403867675290348,0
-8.990431835338914,10.590563996435316,1
9.830126948409793,8.882651162484999,0
-11.737413166897879,9.281371545595034,1
9.895644324551078,-9.94896872194274,2
11.07571534072932,-10.24621680335135,2
9.549576838245398,9.774760429894755,0
10.54647913502862,11.452155665322241,0
8.960109305835235,-9.85568699116676,2
-10.736751254040026,8.57480338338931,1
11.042387281792246,-10.246055632470279,2
10.199469504157468,11.100409890488352,0
9.46813454233014,8.478342860952678,0
-10.422618028736077,10.308017332929088,1
9.521452058831791,9.505193751427196,0
-11.032093387558014,10.712861836193374,1
-11.820838475081299,9.077953133713358,1
10.355990189488663,-10.080267130155871,2
-11.839586090107346,10.792584077814613,1
-11.1333642544262,6.826171962858954,1
9.207660462104684,-9.822776967967997,2
10.20588449075361,-10.111293192577627,2
10.326103511634633,-10.033292693663608,2
9.653682208978166,-9.89096162007473,2
9.865861050284998,10.120967529787203,0
-11.838004050737737,10.466971495266437,1
10.093740368268644,-10.05820290393245,2
9.047294016910087,-9.825996708546768,2
9.75354398004499,10.26335977715464,0
10.027853931883724,9.910782459543515,0
10.5404024604902,11.901518589868482,0
10.254431159544634,11.001460119733583,0
9.841291545500363,10.162799737863116,0
-8.446369334947748,9.74165896595382,1
-11.424291997012979,9.570032504307742,1
9.837131759179917,9.862756097000236,0
11.105159439562069,-10.200339515970903,2
-10.496178873954534,11.23922573519328,1
-11.047479437070695,10.215234533284873,1
-10.220452419315475,11.14849318899257,1
11.266498850764886,-10.278554216708814,2
-10.868476571900604,10.061629047552728,1
10.542533640235137,-10.110939337954457,2
9.903963530913868,8.754647316679643,0
10.265483742113938,10.600812030063931,0
8.957489289056285,-9.70113282464111,2
-9.795282977024105,9.34058074068513,1
10.200187439362619,8.804148623786682,0
-9.389755500249356,11.345301523439588,1
-8.650710702307432,9.97921603310985,1
10.123179365151929,-10.098898002544573,2
10.219120686497032,10.266670662172599,0
-10.649442653707254,8.653262765734102,1
8.65598815336748,-9.70411627157178,2
10.674339937027206,12.039067255165664,0
9.588921021953219,-9.979644690812092,2
9.411277207741877,-9.895014976232366,2
10.024104238821003,9.154451017098175,0
-11.391142037915714,9.757949641074763,1
7.963209991013876,-9.613595028313375,2
9.840303991418262,-9.948731484690418,2
9.670242923815225,10.053811096931149,0
-9.549641034629799,8.690974868816086,1
-11.098731195213533,10.238856246689448,1
10.274510478127821,10.369522914287172,0
-9.325342667701657,9.754282390755558,1
10.594620063010005,-10.063737770565917,2
-6.9803038862732425,9.608258200511576,1
9.766501719972121,9.189179935002358,0
-10.890083666890835,9.546065291382579,1
8.770348334201948,-9.797577885669575,2
-9.26903156035837,10.05583181233513,1
10.106737703074185,9.214275464652747,0
10.097978019501378,10.554479167866518,0
9.960854143539803,9.717769992203355,0
11.059773352445148,-10.302852893845952,2
8.872825850193841,-9.73373364130124,2
-10.526871113592373,9.7178810919116,1
10.884142719165919,-10.21651832392699,2
-9.736796549575915,8.539276650541435,1
11.578586378487232,-10.328241891274534,2
8.16566184477899,-9.512690741818806,2
10.47222061445225,-10.115125357620322,2
-8.72202103025352,10.230942011309947,1
9.602476345633391,9.643844619632628,0
9.811452450966678,9.794278049786199,0
10.487669407731424,-10.132543485129261,2
11.01524034041042,-10.258137064084124,2
-7.800958048434471,12.437140967565332,1
10.960467852056603,-10.172664355275863,2
10.218445331163604,10.910350937598844,0
9.604208221061574,8.432730556774683,0
9.710882616132388,-9.965226407974518,2
-10.624601753209978,9.763098165793458,1
10.871874915934363,-10.124798698633285,2
10.796164466732975,-10.213756411381256,2
9.629133053153373,-9.891819171478835,2
10.057074591115901,10.398263038813683,0
8.84988116197068,-9.694381395347001,2
10.134443129159191,10.553769516565632,0
8.047799047847887,-9.59933300833627,2
-9.83308923156243,10.172994739286109,1
9.788878920088925,8.195543285111345,0
10.736085698900407,-10.156487717032151,2
9.812268833919893,9.01552762419146,0
-11.963564062584542,10.520477265626122,1
7.77593471937768,-9.573359427521197,2
10.28484292398607,11.679939116552363,0
9.837923376070732,10.16287886255724,0
